	mBAL-202-DNA-TA1-B10	mBAL-202-RNA-TA1-B10	mBAL-205-DNA-TA1-B8	mBAL-205-RNA-TA1-QIA-61917	mBAL-208-DNA-TA1-B10	mBAL-208-RNA-TA1-B10	mBAL-209-DNA-TA1-B8	mBAL-209-RNA-TA1-QIA-61917	mBAL-211-DNA-TA1-B10	mBAL-211-RNA-TA1-B10	mBAL-212-DNA-TA1-ZYM-6717-B7	mBAL-212-RNA-TA1-B10	mBAL-213-DNA-TA1-B8	mBAL-213-RNA-TA1-QIA-62317	mBAL-215-DNA-TA1-B10	mBAL-215-RNA-TA1-B10	mBAL-216-DNA-TA1-B10	mBAL-216-RNA-TA1-B10	mBAL-217-DNA-TA1-B8	mBAL-217-RNA-TA1-QIA-61917	mBAL-218-DNA-TA1-B10	mBAL-218-RNA-TA1-B10	mBAL-220-DNA-TA1-B8	mBAL-220-RNA-TA1-B10	mBAL-221-DNA-TA1-B8	mBAL-221-RNA-TA1-B10	mBAL-224-DNA-B6	mBAL-224-RNA-B5	mBAL-225-DNA-TA1-ZYM-6717-B7	mBAL-225-RNA-TA1-B10	mBAL-226-DNA-TA1-B10	mBAL-226-RNA-TA1-B10	mBAL-227-DNA-TA1-B10	mBAL-227-RNA-TA1-B10	mBAL-229-DNA-TA1-B8	mBAL-229-RNA-TA1-QIA-62317	mBAL-231-DNA-TA1-B10	mBAL-231-RNA-TA1-B10	mBAL-232-DNA-TA1-ZYM-6717-B7	mBAL-232-RNA-B5B	mBAL-235-DNA-TA1-B10	mBAL-235-RNA-TA1-B10	mBAL-237-DNA-TA1-B8	mBAL-237-RNA-TA1-B10	mBAL-240-DNA-TA-B12	mBAL-240-RNA-TA1-B10	mBAL-241-DNA-TA-B12	mBAL-241-RNA-TA1-B10	mBAL-245-DNA-TA1-B8	mBAL-245-RNA-TA1-QIA-62317	mBAL-246-DNA-TA1-B8	mBAL-246-RNA-TA1-QIA-62317	mBAL-251-DNA-TA2-QIA-6517-B7	mBAL-251-RNA-TA2-QIA-60517	mBAL-252-DNA-TA1-ZYM-6717-B7	mBAL-252-RNA-TA1-QIA-61917	mBAL-254-DNA-TA1-QIA-6517-B7	mBAL-254-RNA-TA1-QIA-61217	mBAL-256-DNA-TA2-QIA-6517-B7	mBAL-256-RNA-TA2-QIA-60517	mBAL-257-DNA-TA1-ZYM-6717-B7	mBAL-257-RNA-B5B	mBAL-258-DNA-TA1-B10	mBAL-258-RNA-TA1-B10	mBAL-261-DNA-TA2-QIA-6517-B7	mBAL-261-RNA-TA1-B10	mBAL-264-DNA-TA1-B10	mBAL-264-RNA-TA1-B10	mBAL-268-DNA-TA2-QIA-6517-B7	mBAL-268-RNA-TA2-QIA-60517	mBAL-270-DNA-TA-B12	mBAL-270-RNA-TA1-B10	mBAL-272-DNA-TA2-QIA-6517-B7	mBAL-272-RNA-TA1-B10	mBAL-273-DNA-TA1-ZYM-6717-B7	mBAL-273-RNA-TA1-B10	mBAL-278-DNA-TA2-QIA-6517-B7	mBAL-278-RNA-TA2-QIA-60117	mBAL-288-DNA-TA1-QIA-6117-B7	mBAL-288-RNA-TA1-QIA-60117	mBAL-289-DNA-TA1-B8	mBAL-289-RNA-TA1-QIA-62317	mBAL-290-DNA-TA1-B8	mBAL-290-RNA-TA1-QIA-62317	mBAL-295-DNA-TA1-QIA-6117-B7	mBAL-295-RNA-TA1-QIA-60117	mBAL-297-DNA-TA1-B8	mBAL-297-RNA-TA1-QIA-62317	mBAL-298-DNA-TA1-B8	mBAL-298-RNA-TA1-B10	mBAL-301-DNA-TA1-B10	mBAL-301-RNA-TA1-B10	mBAL-304-DNA-B6	mBAL-304-RNA-TA1-B10	mBAL-307-DNA-TA1-ZYM-6117-B7	mBAL-307-RNA-TA1-B10	mBAL-310-DNA-TA1-ZYM-6117-B7	mBAL-310-RNA-B5B	mBAL-311-DNA-B6	mBAL-311-RNA-B5B	mBAL-313-RNA-B5	mBAL-314-DNA-B6	mBAL-314-RNA-TA1-B10	mBAL-315-DNA-B6	mBAL-315-RNA-TA1-B10	mBAL-316-DNA-TA1-ZYM-6117-B7	mBAL-316-RNA-B5	mBAL-317-RNA-B5	mBAL-318-DNA-TA1-ZYM-6117-B7	mBAL-318-RNA-B5B	mBAL-319-DNA-TA1-QIA-6117-B7	mBAL-319-RP-RNA-TA-B11	mBAL-320-DNA-TA1-ZYM-6117-B7	mBAL-320-RNA-B5	mBAL-321-51-DNA-TA-B11	mBAL-321-51-RNA-TA-B11	mBAL-323-55-RNA-TA-B11	mBAL-323-DNA-TA1-QIA-6117-B7	mBAL-324-DNA-TA1-ZYM-6117-B7	mBAL-324-RNA-B5	mBAL-327-RNA-B5	mBAL-329-DNA-TA1-ZYM-6117-B7	mBAL-329-RNA-B5	mBAL-330-DNA-TA1-ZYM-6117-B7	mBAL-330-RNA-B5	mBAL-331-DNA-TA1-QIA-6117-B7	mBAL-331-RNA-TA1-B10	mBAL-334-55-DNA-TA-B11	mBAL-334-55-RNA-TA-B11	mBAL-335-DNA-B6	mBAL-335-RNA-TA1-B10	mBAL-337-DNA-B6	mBAL-337-RNA-TA1-B10	mBAL-338-DNA-TA1-ZYM-6117-B7	mBAL-338-RNA-TA1-B10	mBAL-339-RNA-TA1-B10	mBAL-341-DNA-TA1-B10	mBAL-341-RNA-TA1-B10	mBAL-343-DNA-TA1-B10	mBAL-343-RNA-TA1-B10	mBAL-347-DNA-TA1-B10	mBAL-347-RNA-TA1-B10	mBAL-349-DNA-TA1-B10	mBAL-349-RNA-TA1-B10	mBAL-350-DNA-TA1-B8	mBAL-350-RNA-TA1-B10	mBAL-353-DNA-TA1-B10	mBAL-353-RNA-TA1-B10	mBAL-355-DNA-TA1-B10	mBAL-355-RNA-TA1-B10	mBAL-356-DNA-TA1-B10	mBAL-356-RNA-TA1-B10	mBAL-357-DNA-TA1-B10	mBAL-357-RNA-TA1-B10	mBAL-358-DNA-TA1-B10	mBAL-358-RNA-TA1-B10	mBAL-359-DNA-TA1-B10	mBAL-359-RNA-TA1-B10	mBAL-360-DNA-TA1-B10	mBAL-360-RNA-TA1-B10	mBAL-362-DNA-TA1-B10	mBAL-362-RNA-TA1-B10	mBAL-363-DNA-TA1-B10	mBAL-363-RNA-TA1-B10	mBAL-364-DNA-TA1-B10	mBAL-364-RNA-TA1-B10	mBAL-367-54-DNA-TA-B11	mBAL-367-54-RNA-TA-B11	mBAL-368-54-DNA-TA-B11	mBAL-368-54-RNA-TA-B11	mBAL-369-54-DNA-TA-B11	mBAL-369-54-RNA-TA-B11	mBAL-378-54-DNA-TA-B11	mBAL-378-54-RNA-TA-B11	mBAL-381-54-DNA-TA-B11	mBAL-381-54-RNA-TA-B11	mBAL-383-54-DNA-TA-B11	mBAL-383-54-RNA-TA-B11	mBAL-385-54-DNA-TA-B11	mBAL-385-54-RNA-TA-B11
Hypomyces ( 5130 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypsizygus ( 39965 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hysteropatella ( 100028 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
Ideonella ( 36862 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idiomarina ( 135575 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0
Iflavirus ( 232799 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ignatzschineria ( 112008 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ignavibacterium ( 795750 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.04	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0
Iltovirus ( 180255 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilumatobacter ( 682522 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.92	0	0.01	0	0.08	0	0.66	0	0.17	0	0	0	0	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.08	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0	0.02	0.04	0	0	0	0	0	0.12	0.08	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.05	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0.13	0	0	0	0	0	0	0	0
Ilyobacter ( 167639 )	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.07	0	0.69	0	4.65	0	1.29	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	4.6	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	2.43	0	0	0	0	0	0	0	0	0	0.87	0	0	0	9.31	0	0	0	0	0	0.47	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0.1	0	0	0	0	0.16	0	0	0	0	0	0	0	0.06	0.48	0	0	0	0	0	0	0	0	0	0	0.04	0.3	0.18	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.17	0.18	0	0	0	0	0	0	0	0	0	0	0	0
Imtechium ( 265670 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Influenzavirus A ( 197911 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.39	0	0	0	16.98	0	0	0	0	0	0	0	0	0.12	0	22.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Influenzavirus C ( 197913 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553.99	0	0	0	0	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inocybe ( 71953 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inonotus ( 40468 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inovirus ( 10861 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.55	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inquilinus ( 171673 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0
Intrasporangium ( 53357 )	0	0	0	0.02	0	0	0	0.05	0	0	0	0	0	0.07	0	0.1	0	1.46	0	0.21	0	0.13	0	0.27	0	0.07	0	0	0	0	0	0.59	0	0	0	0.04	0	0	0	0	0	0.05	0	0.02	0	0	0	0.05	0	0.04	0	0.06	0	0	0	0.13	0	0.07	0	0	0	0.04	0	0	0	0.15	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.06	0	0	0	0.07	0	0.11	0	0.03	0	0	0	0	0.01	0	0	0	0	0.03	0	0.18	0.26	0	0	0	0.04	0	0.62	0.74	0.1	0.13	0	0.08	0	0.84	0	0	0	0	0	0.02	0.09	0	0.06	0	0	0	0.05	0	0	0.01	0	0	0	0.04	0.11	0.04	0	0.08	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.11	0	0	0	0	0.03	0.67	0	0	0	0	0.13	0	0	0	0	0	0	0	0
Iridovirus ( 10487 )	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irpex ( 5318 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isaria ( 72232 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoptericola ( 254250 )	0	0.05	0	0	0	0	0	0	0	0	0	0.04	0	0	0.1	0.76	0	0.07	0.07	1.21	0	0.21	0	0.43	0	0.1	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0.12	0	0	0	0.05	0	0	0	0.23	0	0.07	0	0	0	0.13	0	0	0	0	0	0	0	0.03	0	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0.03	0	0	0	0.1	0	0	0	0.03	0	0	0	0	0	0	0	0.02	0	0.07	0	0.02	0	0.01	0	0	0	0	0.25	0.21	0.21	0.13	0	0	0	0.24	0	0	0	0	0	0	0.09	0	0.29	0	0.03	0	0.02	0	0	0	0	0.01	0	0.09	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.1	0	0	0.5	0.18	0	0	0	0.38	0	0	0	0	0	0	0	0
Isosphaera ( 127 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.1	0	0.04	0	0	0	0.19	0	0.14	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.19	0	0.05	0	0.03	0	0	0	0	0	0	0	0	0	0	0	11.86	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0.09	0.04	0	0	0	0	0	0.04	0	0.05	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	1.03	0	0.05	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jaaginema ( 454131 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jaminaea ( 561108 )	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
